location,subLocation,status,employeeId,username,assetType,assetMake,assetSerialNumber,assetModel,invoiceNumber,poNumber,amcInvoiceNumber,warrantyStatus,warrantyStartDate,warrantyEndDate,warrantyTenure,purchaseDate,purchaseYear,price,vendorName,contactNumber,mailId,processor,cpuSpeed,ramInstalled,hddCapacity,operatingSystem,osLicense,transactionDate,transactionCreatedDate
SALTLAKE,SALTLAKE,Scrap,,BabanChakraborty (SKPL01135),,Sr. Accounts officer,Tower-Project,Desktop,,,,,,AMC,,,,01-Apr-22,,,,,,,,,,,
SALTLAKE,SALTLAKE,Scrap,,LALAN MAJHI,,,,DESKTOP,,,,,MMA0USI00193300B4C3P00,,,,,,,,,,,,,,,,
SALTLAKE,SALTLAKE,Scrap,,LALAN MAJHI,,,,Desktop,,,,,U38AB659,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,HP,5CD1829I24,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,MP11Z6WN,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,9Y52Z52,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,NXG80SI01154001B674P06,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,MP11S0RH,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,5CD7324JN33,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,5CG939BN7C,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,CB32330628,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,6A798904Q,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,5CD73204HM,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,5CD7477K0W,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,MP124025,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,MP1240C1,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,5CB22C05H8,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,WB02955982,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,NXG80SI011540019D64P00,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,CND507872Q,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,5CD8313JIN,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,NXG80SI011540017604P00,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,NXG80SI01154001B004500,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,CND7490DVX,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,CND4348LCB,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,NXG80SI011540019EB4P00,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,5CB2280F8M,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,5CB2280FH5,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,Laptop,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,Laptop,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,Laptop,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,Laptop,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,Laptop,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,LAPTOP,,Laptop,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,Lenovo,MP105YHK,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,HP,5CG9216YQ3,,,,,,,,,,,,,,,,,,,,,,
ULUBERIA PLANT,ULUBERIA PLANT,Scrap,,,Laptop,HP,5CG01443ZG,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,DELL,H6F7GX3,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,HP,"5CD73677MC
",,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,,,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Desktop,HP,4CE7111ZZ3,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Desktop,INA,INA819054S,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Desktop,TOWER,INA709QQ2Z,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Desktop,N,SGH722RFJK,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Desktop,N,SGH722RFXW,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,5CG,5CG6311H00,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Desktop,HP,INA738YFNB,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Desktop,HP,INA639WWCT,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Laptop,HP,"5CD73677MC
",,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,Desktop,HP,SGH722RG1F,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,DESKTOP,HP,HP 280 G3 MT,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,LAPTOP,HP,HP 240 G4 Notebook PC,,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Scrap,,,LAPTOP,HP,HP 240 G6 Notebook PC,,,,,,,,,,,,,,,,,,,,,,
