location,subLocation,status,employeeId,username,assetType,assetMake,assetSerialNumber,assetModel,invoiceNumber,poNumber,amcInvoiceNumber,warrantyStatus,warrantyStartDate,warrantyEndDate,warrantyTenure,purchaseDate,purchaseYear,price,vendorName,contactNumber,mailId,processor,cpuSpeed,ramInstalled,hddCapacity,operatingSystem,osLicense,transactionDate,transactionCreatedDate
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD4263LQQ,HP PROBOOK 440 G9,BSPL/G1464/24-25,4500200727,2024,Warranty,16-09-2024,15-09-2027,3,16-09-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD42633LSK,HP PROBOOK 440 G9,BSPL/G1508/24-25,4500986779,2024,Warranty,20-09-2024,20-09-2027,3,16-09-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD42633LSK,HP PROBOOK 440 G9,BSPL/G1508/24-25,4500986779,2024,Warranty,20-09-2024,20-09-2027,3,16-09-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CG9216Z14,HP NOTEBOOK 240 G7,,,2019,AMC,05-Sep-19,04-Sep-22,3,05-09-2019,2019,,AccelITServicesPvtLtd,9830267424,imssupport@accelits.com,Intel Core I3 7th Gen,2.3 Ghz,8 GB,1 TB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CG9343523,HP 240 G7 Notebook PC,,,2019,AMC,01-Apr-22,31-Mar-23,1,12-Aug-19,2019,,AccelITServicesPvtLtd,9830267424,imssupport@accelits.com,Intel Core I3 7th Gen,2.4 gHZ,8GB,256 GB NVME,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CG9378MQ9,HP240G7,,,,AMC,19-Sep-19,17-Nov-22,0,19-Sep-19,2019,"25,750.00",AccelITServicesPvtLtd,9830267424,imssupport@accelits.com,Intel Core I3 7th Gen,2.30GHz,8GB,1TB,WINDOWS10PROx64,,,
Tirumala Office,Tirumala Office,No Battery,,,Laptop,HP,5CD7363BZR,HP PRO BOOK 440 G4,,,2017,NO AMC,11-02-2017,10-02-2020,3,,2017,,,,,Intel Core I5 7th Gen,2.50 Ghz,8GB,512,Windows 10,,,
Tirumala Office,Tirumala Office,Defective under repair,,,Laptop,HP,5CD7368DJ5,HP ProBook 430 G4,,,2018,NO AMC,,,,18-12-2018,2018,,,,,Intel Core I7 7th Gen,2.30GHz,8GB,1TB,WINDOWS10PROx64,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD7363BZR,HP 240 G4 NOTE BOOK,OLD ASSET,,,NO AMC,01-Apr-22,31-Mar-23,,01-04-2022,2016,,,,,IntelCoreI3,2.00GHZ,4GB,500GB,WINDOWS7,LICENCED,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD2504W09,HP PROBOOK 440 G9,,,2023,Warranty,06-06-2023,05-06-2026,3,06-06-2026,2023,,BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei7-1255U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DGZ5,HP PROBOOK 440 G9,BSPL/G1644/24-25,4500201759,2024,Warranty,07-10-2024,06-10-2027,3,07-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,8XD3F-NV942-Q34D7-WRFKT-P7KCT,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DH2D,HP PROBOOK 440 G9,BSPL/G1644/24-25,4500201759,2024,Warranty,07-10-2024,06-10-2027,3,07-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,6Q7NM-3CGKK-76V9V-C6FRW-78RTG,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DH2P,HP PROBOOK 440 G9,BSPL/G1644/24-25,4500201759,2024,Warranty,07-10-2024,06-10-2027,3,07-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,RV7JD-NFQBW-388D2-X73QV-XD8GG,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DHKZ,HP PROBOOK 440 G9,BSPL/G1644/24-25,4500201759,2024,Warranty,07-10-2024,06-10-2027,3,07-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,NC922-RXWRB-DKBHJ-CCHP3-8K9CT,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DH13,HP PROBOOK 440 G9,BSPL/G1644/24-25,4500201759,2024,Warranty,07-10-2024,06-10-2027,3,07-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,NFYWD-VGP69-8CCTT-RFFWY-39M6G,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD4125PC1,HP PROBOOK 440 G9,BSPL/G1644/24-25,4500201759,2024,Warranty,07-10-2024,06-10-2027,3,07-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,G769T-NDWKM-BGX66-M4H8Q-RJRTG,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DGT6,HP PROBOOK 440 G9,BSPL/G1644/24-25,4500201759,2024,Warranty,07-10-2024,06-10-2027,3,07-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,N3TC4-7BQ4P-6GQ9M-TPMFG-H8RTG,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD4125PBQ,HP PROBOOK 440 G9,BSPL/G1644/24-25,4500201759,2024,Warranty,07-10-2024,06-10-2027,3,07-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,D9GWR-NBH76-RVWC6-GFVHD-63B6G,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DJ8J,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DH0K,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DGSC,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD4125P6N,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DHBH,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DH2B,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DH44,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DJ2V,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DJGY,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DJDN,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD413DHJ2,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei5-1235U,4.4Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD4321VS3,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei7-1255U,4.7Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD4321VTS,HP PROBOOK 440 G9,BSPL/G1745/24-25,4500202911,2024,Warranty,28-10-2024,27-10-2027,3,28-10-2024,2024,"67,740.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei7-1255U,4.7Ghz,16GB ,512 GB,Win11Pro,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CG6311H0K,HP240G5NotebookPC,BSPL/1129/16-17,N/A,,,,,,29-Nov-16,2016,"25,228.00",AccelITServicesPvtLtd,9830267424,imssupport@accelits.com,INTELCOREI3,2.00GHZ,4GB,500GB,WINDOWS10PRO64BIT,,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CG921702N,HP240G7NotebookPC,BSPL/G0570/19-20,4500113512,,,,,,18-Jul-19,2019,"25,750.00",BINARYSOLUTIONSPVTLTD,,saptarshi@binary.co.in,IntelCorei3-7020U,2.30GHz,4GB,1TB,WINDOWS10PROx64(v1903),LICENCED,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD732079D,HP240G6NotebookPC,OldAsset,OldAsset,,,,,,26-Sep-17,2017,"25,899.00",AccelITServicesPvtLtd,,9830267424,imssupport@accelits.com,IntelCoreI3,500GB,2.00GHZ,8GB,WINDOWS10PRO64BIT,,
Tirumala Office,Tirumala Office,StockwithWorkingcondition,,,Laptop,HP,5CD746CBYJ,HP240G6NotebookPC,BSPL/G0655/18-19,4500098431,,,,,,06-Jul-18,2018,"24,699.00",AccelITServicesPvtLtd,9830267424,imssupport@accelits.com,IntelCoreI36thGen,3.90GHZ,8GB,1TB,WINDOWS10PROx64(v20H2),LICENCED,,
BCTL UNIT,BCTL UNIT,Stock with Working condition,,IT STOCK,Laptop,Dell,1P2BWZ2,Latitude 3400,,,,,,,,,,,,,,,,,,,,,
BCTL UNIT,BCTL UNIT,Stock with Working condition,,IT STOCK,Desktop,HP,INA639WT8H,HP 280 GT,,,,,,,,,,,,,,,,,,,,,
BCTL UNIT,BCTL UNIT,Stock with Working condition,,IT STOCK,Desktop,HP,INA738Z0GP,HP 280 G3 MT ,,,,,,,,,,,,,,,,,,,,,
BCTL UNIT,BCTL UNIT,Stock with Working condition,,IT STOCK,Desktop,Assamble,ASSEMBLE,ASSEMBLE,,,,,,,,,,,,,,,,,,,,,
BCTL UNIT,BCTL UNIT,Stock with Working condition,,IT STOCK,Desktop,Assamble,ASSEMBLE,ASSEMBLE,,,,,,,,,,,,,,,,,,,,,
BCTL UNIT,BCTL UNIT,Stock with Working condition,,IT STOCK,Desktop,Assamble,ASSEMBLE,ASSEMBLE,,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,HP,5CD73206D6,HP 240 G6 Notebook PC,,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,Lenovo,MP09E0VB,Lenovo B40-80LS,,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,DELL,6TT8F32,DELL P53G (INSPIRON 14),,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK (UNUSED),Laptop,ACER,WX680S1011540016FC4P00,"ACER Z1402-P09Q
",,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,HP,5CG62963L8,HP 240 G5 Notebook PC,,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,HP,5CD7324N33,HP 240 G6 Notebook PC,,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,ACER,UNEFMSI121K4380420,ACER ONE 14 Z2-485,,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,HP,5CD7363BZR,HP PROBOOK 440,,,,NO WARRANTY,2017,2020,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,LENOVO,MP12DEVG,LENOVO B41-80,,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,HP,5CD335JXH5,HP PROBOOK 440G9,BSPL/G2461/23-24,4500187450,,WATTANTY,21-09-2023,19-11-2026,3,24-01-2024,2023,72500,Binary Solution Pvt Ltd,9830349999,Saptarshi@binary.co.in,INTELI5-12TH GEN,1.30 GHZ,16 GB,512 GB NVME SSD,WINDOWS 11,PRELOADED,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,HP,5CD732068N,HP 240 G6 Notebook PC,BSPL/G0673/17-18,4500086120,,AMC,01-Apr-23,31-Mar-23,1,07-Dec-17,2017,"25,899.00",Accel IT Services Pvt Ltd,9830267424,imssupport@accelits.com,Intel Core I3,2.0 GHZ,4 GB,500 GB,WINDOWS 10 PRO (x64),LICENCED,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,LENOVO,MP1DD2DM,LENOVO 81B0 (V330-14IKB),BSPL/G1363/18-19,4500104390,,AMC,17-Nov-18,16-Nov-21,,17-Nov-18,2018,"47,495.00",Binary Solution Pvt Ltd,9830349999,Saptarshi@binary.co.in,Intel Core i5-8250U,1.80 GHZ,4 GB,1 TB,WINDOWS 10 PRO (x64),LICENCED,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,LENEVO,MP12DEWX,Lenovo B41-80,,4500058326,,AMC,01-Apr-23,31-Mar-24,1,,2016,24250,Accel IT Services Pvt Ltd,9830267424,imssupport@accelits.com,INTEL PENTIUM,2.10 GHZ,4 GB,500 GB,WINDOWS 10 PRO,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Laptop,HP,5CG01103K1,HP 240 G7 Notebook PC,,4500058326,,AMC,01-Apr-23,31-Mar-24,1,04-05-2021,2021,27500,Accel IT Services Pvt Ltd,9830267424,imssupport@accelits.com,INTEL I3 8TH GEN,2.20 GHZ,8 GB,500 GB,WINDOWS 10 PRO 64 BIT,LICENSED,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,25-May-11,2011,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,25-May-11,2011,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,25-Jun-15,2015,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,25-Jun-15,2015,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,22-Dec-14,2014,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,13-Sep-14,2014,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,02-Aug-12,2012,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,02-Aug-12,2012,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,INA810TTH8,N/A,,,,01-Apr-22,31-Mar-23,1,25-Jun-15,2015,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,13-Jun-12,2012,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,N/A,N/A,,,,01-Apr-22,31-Mar-23,1,10-Dec-10,2010,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,Desktop,ASSEMBLE,ASSEMBLE,,ASSEMBLE,,,,01-Apr-22,31-Mar-23,1,13-Jun-12,2012,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,LAPTOP,DELL,205BWZ2,Dell Latitude 3400,23-12-2020,,,,,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,DESKTOP,ASSEMBLE,ASSEMBLE,ASSEMBLE,,,,,01-Apr-22,31-Mar-23,1,13-Jun-12,2012,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,DESKTOP,ASSEMBLE,ASSEMBLE,N/A,,,,,01-Apr-22,31-Mar-23,1,25-May-11,2011,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,DESKTOP,ASSEMBLE,ASSEMBLE,ASSEMBLE,,,,,01-Apr-22,31-Mar-23,1,10-Dec-10,2010,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT Stock,LAPTOP,LENEVO,MP11YHN5,Lenovo B40-80,22-07-2023,,,,01-Apr-22,,,,,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,DESKTOP,ASSEMBLE,DESKTOP,N/A,,,,,01-Apr-22,31-Mar-23,1,22-Jul-14,2014,,,,,,,,,,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,DESKTOP,ASSEMBLE,ASSEMBLE,ASSEMBLE,,,,AMC,01-Apr-23,31-Apr-2024,1,01-Feb-11,2011,,Accel IT Services Pvt Ltd,9830267424,imssupport@accelits.com,PDC,2.20 GHZ,4 GB,500 GB,WINDOWS 10 PRO,PAPER LINCENCED,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,LAPTOP,DELL,"JL2BWZ2
",Dell Latitude 3400,"BSPL/G0305/20-21	
",4500124660,,AMC,30-Jul-20,30-Sep-23,3,30-Jul-20,2020,"32,550.00","BINARY SOLUTIONS PVT.LTD	
",9830349999,Saptarshi@binary.co.in,Intel Corei3 8th Gen,"2.10GHZ	
",8 GB,1TB HDD + 240 GB SSD,WINDOWS 10 PRO,PAPER LINCENCED,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,DESKTOP,HP,4CE711205V,HP 280 G2 MT,,,,AMC,01-Apr-22,31-Mar-23,1,26-Apr-17,2017,"32,000.00",Accel IT Services Pvt Ltd,9830267424,imssupport@accelits.com,Intel Core I3,3.70 GHZ,12 GB,240 GB SSD + 1TB HDD,WINDOWS 10 PRO,PAPER LINCENCED,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,LAPTOP,HP,5CG72552GC,HP 240 G5 Notebook PC,BSPL/G0246/17-18,4500081438,,AMC,01-Apr-22,31-Mar-23,1,01-Sep-17,2017,"30,948.00",Binary Solution Pvt Ltd,9830349999,Saptarshi@binary.co.in,Intel Core I3-6th Gen,2.00 GHZ,4 GB,500 GB SSD,WINDOWS 10 PRO (x64),LICENCED,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,LAPTOP,HP,5CG5350NW5,HP 240 G4 Notebook PC,N/A,4500059118,,AMC,01-Apr-22,31-Mar-23,1,,2016,32550,Accel IT Services Pvt Ltd,9830267424,imssupport@accelits.com,Intel Core I3,2.50 GHZ,8 GB,500 GB SSD,WINDOWS 10 PRO (x64),LICENCED,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,LAPTOP,ACER,K4722873,ACER Laptop 14 Z2-485,IIT/21-22/K0004,4500139738,,AMC,01-Apr-21,31-Mar-24,3,44287,13-Jul-05,32550,,,,Intel Core I3,2.00GHZ,8 GB,500 GB SSD,WINDOWS 10 PRO,,,
Jangalpur Plant,Jangalpur Plant,Stock with Working condition,,IT STOCK,LAPTOP,DELL,1WF7X93,DELL LATITUDE 3410,BSPL/G0398/21-22,4500141734,,,05-Apr-21,10-Apr-24,3,28-Jun-21,2021,"40,000.00",BINARY SOLUTIONS PVT LTD,9830349999,saptarshi@binary.co.in,Intel Core i3-8145U,2.10 GHz,4 GB,1 TB,WINDOWS 10 PRO x64,,,
Uluberia Plant,Uluberia Plant,Stock with Working condition,,IT STOCK,Laptop,DELL,67F7GX3,DELL LATITUDE 3420,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Stock with Working condition,,IT STOCK,Desktop,ACER,UXVJSSI437E2939088,ACER VARITON M200-H81,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Stock with Working condition,,IT STOCK,Desktop,DELL,4TD38R1,DELL OPTIPLEX 390,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Stock with Working condition,,IT STOCK,Desktop,DELL,FN4QTX3,DELL OPTIPLEX 3000 MT,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Defective under repair,,IT STOCK,Laptop,HP,5CG014CSVL,HP 240 G7 Notebook PC,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Defective under repair,,IT STOCK,Laptop,Lenovo,MP07D1LZ,Lenovo B40-80,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Defective under repair,,IT STOCK,Laptop,HP,5CB22605H8,HP 430 Notebook PC,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Defective under repair,,IT STOCK,Laptop,Lenovo,CB34164939,B40-70,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Stock with Working condition,,IT STOCK,Laptop,DELL,HM2BWZ2,Latitude 3400,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Stock with Working condition,,IT STOCK,Laptop,HP,CND0137C6T,HP 250 G7 Notebook PC,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Stock But Not Smooth Working Condition,,IT STOCK,Laptop,HP,5CG9238ZJH,HP 240 G7 Notebook PC,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Stock But Not Smooth Working Condition,,IT STOCK,Laptop,HP,5CG6211457,HP 240 G6 Notebook PC,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Stock with Working condition,,IT STOCK,Laptop,HP,5CD344B1GM,HP Probook 440 G9,,,,,,,,,,,,,,,,,,,,,
Uluberia Plant,Uluberia Plant,Stock with Working condition,,IT STOCK,Laptop,HP,5CD3303WXG,HP Probook 440 G9,,,,,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK (AUDITOR PERSON,Laptop,Lenovo,MP11YE4E,Lenovo B40-80,,,,NOT IN AMC,,,,,,,,,,,,,,,,,
Head Office,Head Office,Stock with Working condition,,IT STOCK,Desktop,Assambled,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
